movie_title,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,aspect_ratio,movie_facebook_likes,imdb_score
Super Size Me ,Color,Morgan Spurlock,193.0,100.0,293.0,0.0,Amanda Kearsan,0.0,11529368.0,Comedy|Documentary|Drama,Chemeeka Walker,85028,0,Amelia Giancarlo,2.0,experiment|fast food|food industry|meal|overeating,http://www.imdb.com/title/tt0390521/?ref_=fn_tt_tt_1,404.0,English,USA,PG,65000.0,2004.0,0.0,1.78,0,7.3
The Bad News Bears ,Color,Michael Ritchie,40.0,102.0,23.0,57.0,Vic Morrow,288.0,,Comedy|Drama|Family|Sport,Tatum O'Neal,16323,677,Joyce Van Patten,1.0,baseball|california|coach|little league|swimming pool,http://www.imdb.com/title/tt0074174/?ref_=fn_tt_tt_1,91.0,English,USA,PG,,1976.0,257.0,1.85,0,7.3
The Other End of the Line ,Color,James Dodson,22.0,106.0,8.0,315.0,Anupam Kher,611.0,115504.0,Comedy|Drama|Romance,Larry Miller,4820,1739,Shriya Saran,2.0,birthday|call center|fiance|hotel|indian,http://www.imdb.com/title/tt1049405/?ref_=fn_tt_tt_1,26.0,English,UK,PG-13,14000000.0,2008.0,397.0,2.35,0,6.2
A Lot Like Love ,Color,Nigel Cole,112.0,107.0,13.0,165.0,Tyrone Giordano,618.0,21835784.0,Comedy|Drama|Romance,Aimee Garcia,58297,1095,James Read,3.0,flight|hasselblad camera|los angeles california|love|medium format camera,http://www.imdb.com/title/tt0391304/?ref_=fn_tt_tt_1,161.0,English,USA,PG-13,30000000.0,2005.0,172.0,1.85,0,6.6
Polisse ,Color,Maïwenn,163.0,127.0,236.0,68.0,Maïwenn,580.0,171320.0,Crime|Drama,Riccardo Scamarcio,10796,1129,Karin Viard,1.0,abusive parent|child molester|child protection|photographer|police,http://www.imdb.com/title/tt1661420/?ref_=fn_tt_tt_1,33.0,French,France,Not Rated,,2011.0,236.0,1.85,0,7.3
"Dancer, Texas Pop. 81 ",Color,Tim McCanlies,15.0,97.0,23.0,326.0,Michael O'Neill,982.0,565592.0,Comedy|Drama|Family,Ethan Embry,2189,2580,Alexandra Holden,0.0,best friend|friendship|population|state in title|texas,http://www.imdb.com/title/tt0118925/?ref_=fn_tt_tt_1,63.0,English,USA,PG,,1998.0,599.0,1.85,500,6.8
I Can Do Bad All by Myself ,Color,Tyler Perry,36.0,113.0,0.0,256.0,Mary J. Blige,607.0,51697449.0,Comedy|Drama,Eric Mendenhall,8346,1465,Hope Olaide Wilson,6.0,aunt|immigrant|looting|love|nightclub singer,http://www.imdb.com/title/tt1385912/?ref_=fn_tt_tt_1,59.0,English,USA,PG-13,13000000.0,2009.0,269.0,1.85,1000,4.1
Head of State ,Color,Chris Rock,44.0,95.0,0.0,642.0,Dylan Baker,1000.0,37788228.0,Comedy,Bernie Mac,15046,4537,Tracy Morgan,1.0,alderman|party|president|presidential candidate|washington d.c.,http://www.imdb.com/title/tt0325537/?ref_=fn_tt_tt_1,80.0,English,USA,PG-13,35200000.0,2003.0,812.0,1.85,638,5.4
Gentlemen Broncos ,Color,Jared Hess,106.0,89.0,100.0,327.0,Michael Angarano,33000.0,113155.0,Adventure|Comedy|Sci-Fi,Jizelle Jade,9006,34398,Héctor Jiménez,7.0,amateur film|sexual harassment|sexual innuendo|small town|struggling parent,http://www.imdb.com/title/tt1161418/?ref_=fn_tt_tt_1,54.0,English,USA,PG-13,,2009.0,947.0,,0,6.1
My Big Fat Greek Wedding 2 ,Color,Kirk Jones,156.0,94.0,52.0,261.0,Louis Mandylor,567.0,59573085.0,Comedy|Family|Romance,Nia Vardalos,13562,2259,Joey Fatone,10.0,family restaurant|greek|remarriage|suburb|wedding,http://www.imdb.com/title/tt3760922/?ref_=fn_tt_tt_1,103.0,English,USA,PG-13,18000000.0,2016.0,312.0,2.35,19000,6.1
Some Like It Hot , Black and White,Billy Wilder,181.0,120.0,0.0,102.0,Joe E. Brown,105.0,25000000.0,Comedy|Music|Romance,Nehemiah Persoff,175196,527,George Raft,2.0,all girl band|band|cross dressing|musician|yacht,http://www.imdb.com/title/tt0053291/?ref_=fn_tt_tt_1,350.0,English,USA,Not Rated,2883848.0,1959.0,103.0,1.66,10000,8.3
The Curse of the Were-Rabbit ,Color,Steve Box,209.0,85.0,9.0,100.0,Geraldine McEwan,567.0,56068547.0,Animation|Comedy|Family|Mystery|Sci-Fi,Mark Gatiss,98160,1145,Peter Sallis,0.0,competition|giant vegetable|pest control|stop motion animation|vegetable,http://www.imdb.com/title/tt0312004/?ref_=fn_tt_tt_1,307.0,English,UK,G,30000000.0,2005.0,269.0,1.85,0,7.5
Soldier ,Color,Paul W.S. Anderson,67.0,99.0,545.0,533.0,Sean Pertwee,933.0,14567883.0,Action|Drama|Sci-Fi,Connie Nielsen,44248,2542,Jason Scott Lee,1.0,crash survivor|planet|sergeant|soldier|survivor,http://www.imdb.com/title/tt0120157/?ref_=fn_tt_tt_1,373.0,English,UK,R,75000000.0,1998.0,722.0,2.35,0,6.0
I Don't Know How She Does It ,Color,Douglas McGrath,169.0,89.0,41.0,847.0,Busy Philipps,2000.0,9639242.0,Comedy|Romance,Olivia Munn,16437,5470,Jessica Szohr,0.0,black comedy|delivery boy|dinner|gym|punishment,http://www.imdb.com/title/tt1742650/?ref_=fn_tt_tt_1,68.0,English,USA,PG-13,24000000.0,2011.0,1000.0,1.85,0,4.9
The Phantom ,Color,Simon Wincer,60.0,100.0,23.0,579.0,Treat Williams,1000.0,17300889.0,Action|Adventure|Comedy|Fantasy,Cary-Hiroyuki Tagawa,27648,3855,Kristy Swanson,0.0,ghost|new york city|phantom|skull|superhero,http://www.imdb.com/title/tt0117331/?ref_=fn_tt_tt_1,148.0,English,Australia,PG,45000000.0,1996.0,642.0,2.35,0,4.9
Rodeo Girl ,Color,Joel Paul Reisig,1.0,108.0,431.0,317.0,Joel Paul Reisig,466.0,,Family,Carrie Bradstreet,62,1628,Yassie Hawkes,2.0,,http://www.imdb.com/title/tt4062896/?ref_=fn_tt_tt_1,4.0,English,USA,PG,500000.0,2016.0,431.0,,0,5.7
Batman v Superman: Dawn of Justice ,Color,Zack Snyder,673.0,183.0,0.0,2000.0,Lauren Cohan,15000.0,330249062.0,Action|Adventure|Sci-Fi,Henry Cavill,371639,24450,Alan D. Purwin,0.0,based on comic book|batman|sequel to a reboot|superhero|superman,http://www.imdb.com/title/tt2975590/?ref_=fn_tt_tt_1,3018.0,English,USA,PG-13,250000000.0,2016.0,4000.0,2.35,197000,6.9
The Wizard of Oz , Black and White,Victor Fleming,213.0,102.0,149.0,357.0,Terry,695.0,22202612.0,Adventure|Family|Fantasy|Musical,Margaret Hamilton,291875,2509,Billie Burke,3.0,evil witch|tornado|witch|wizard|wizard of oz,http://www.imdb.com/title/tt0032138/?ref_=fn_tt_tt_1,533.0,English,USA,Passed,2800000.0,1939.0,421.0,1.37,14000,8.1
Jurassic World ,Color,Colin Trevorrow,644.0,124.0,365.0,1000.0,Judy Greer,3000.0,652177271.0,Action|Adventure|Sci-Fi|Thriller,Bryce Dallas Howard,418214,8458,Omar Sy,0.0,dinosaur|disaster film|experiment gone wrong|jurassic park|velociraptor,http://www.imdb.com/title/tt0369610/?ref_=fn_tt_tt_1,1290.0,English,USA,PG-13,150000000.0,2015.0,2000.0,2.0,150000,7.0
Dark Water ,Color,Walter Salles,196.0,103.0,179.0,87.0,Camryn Manheim,794.0,25472967.0,Drama|Horror|Thriller,Dougray Scott,44966,1467,Ariel Gade,2.0,apartment|hello kitty|school|teacher|water,http://www.imdb.com/title/tt0382628/?ref_=fn_tt_tt_1,411.0,English,USA,PG-13,30000000.0,2005.0,329.0,2.35,0,5.6
Megiddo: The Omega Code 2 ,Color,Brian Trenchard-Smith,18.0,104.0,53.0,576.0,Udo Kier,2000.0,5974653.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,Michael Biehn,2253,4221,Franco Nero,0.0,armageddon|battle|end times|reference to satan|sequel,http://www.imdb.com/title/tt0263728/?ref_=fn_tt_tt_1,111.0,English,USA,PG-13,22000000.0,2001.0,595.0,1.85,158,4.1
D.E.B.S. ,Color,Angela Robinson,50.0,91.0,23.0,660.0,Geoff Stults,4000.0,96793.0,Action|Comedy|Romance,Jordana Brewster,12188,6380,Scoot McNairy,3.0,1959 cadillac|diamonds|female villain|force field|voyeurism,http://www.imdb.com/title/tt0367631/?ref_=fn_tt_tt_1,135.0,English,USA,PG-13,3500000.0,2004.0,756.0,2.35,1000,5.3
Sleeper ,Color,Woody Allen,66.0,89.0,11000.0,45.0,John Beck,11000.0,,Comedy|Sci-Fi,Woody Allen,33335,11192,Mews Small,0.0,frozen|future|health food|leader|police,http://www.imdb.com/title/tt0070707/?ref_=fn_tt_tt_1,128.0,English,USA,PG,2000000.0,1973.0,66.0,1.85,0,7.3
Pet Sematary ,Color,Mary Lambert,98.0,103.0,52.0,426.0,Fred Gwynne,969.0,57469179.0,Fantasy|Horror,Miko Hughes,63855,2987,Denise Crosby,0.0,cat|cemetery|maine|secret|woods,http://www.imdb.com/title/tt0098084/?ref_=fn_tt_tt_1,248.0,English,USA,R,11500000.0,1989.0,886.0,1.85,0,6.6
Glory ,Color,Edward Zwick,60.0,122.0,380.0,2000.0,Morgan Freeman,18000.0,26830000.0,Drama|History|War,Denzel Washington,101889,32930,Matthew Broderick,3.0,army|black soldier|military uniform|prejudice|u.s. civil war,http://www.imdb.com/title/tt0097441/?ref_=fn_tt_tt_1,365.0,English,USA,R,18000000.0,1989.0,11000.0,1.85,0,7.9
Ben-Hur ,Color,Timur Bekmambetov,1.0,141.0,335.0,635.0,Ayelet Zurer,11000.0,,Adventure|Drama|History,Morgan Freeman,57,13379,Moises Arias,2.0,,http://www.imdb.com/title/tt2638144/?ref_=fn_tt_tt_1,1.0,English,USA,PG-13,,2016.0,745.0,2.35,0,6.1
Someone Like You... ,Color,Tony Goldwyn,92.0,97.0,956.0,99.0,Ellen Barkin,20000.0,27338033.0,Comedy|Romance,Hugh Jackman,19709,20798,Catherine Dent,3.0,apartment|girl in panties|roommate|thong panties|upskirt,http://www.imdb.com/title/tt0244970/?ref_=fn_tt_tt_1,167.0,English,USA,PG-13,23000000.0,2001.0,551.0,1.85,0,6.1
I Am Sam ,Color,Jessie Nelson,129.0,132.0,24.0,506.0,Loretta Devine,967.0,40270895.0,Drama,Dianne Wiest,121937,3152,Richard Schiff,0.0,child custody|custody battle|disability|mentally impaired man|single father,http://www.imdb.com/title/tt0277027/?ref_=fn_tt_tt_1,431.0,English,USA,PG-13,22000000.0,2001.0,912.0,1.85,15000,7.6
All Superheroes Must Die ,Color,Jason Trost,42.0,78.0,91.0,86.0,Jason Trost,407.0,,Sci-Fi|Thriller,Sean Whalen,1771,674,Nick Principe,0.0,arch villain|game of death|kidnapping|superhero,http://www.imdb.com/title/tt1836212/?ref_=fn_tt_tt_1,35.0,English,USA,Unrated,20000.0,2011.0,91.0,2.35,835,4.0
Child's Play ,Color,Tom Holland,142.0,87.0,85.0,118.0,Alex Vincent,311.0,33244684.0,Fantasy|Horror,Catherine Hicks,62038,760,Dinah Manoff,0.0,birthday|doll|murder|serial killer|voodoo,http://www.imdb.com/title/tt0094862/?ref_=fn_tt_tt_1,281.0,English,USA,R,9000000.0,1988.0,189.0,1.85,0,6.5
Viy ,Color,Oleg Stepchenko,25.0,107.0,0.0,48.0,Igor Jijikine,1000.0,,Adventure|Fantasy|Mystery|Thriller,Jason Flemyng,3170,1166,Agnia Ditkovskite,1.0,cartographer|creature|foreign language adaptation|sword and sorcery|village,http://www.imdb.com/title/tt1224378/?ref_=fn_tt_tt_1,18.0,Russian,Russia,,26000000.0,2014.0,65.0,1.85,0,5.4
Teacher's Pet ,Color,Timothy Björklund,33.0,74.0,0.0,719.0,Kelsey Grammer,886.0,6491350.0,Animation|Comedy|Family|Fantasy|Musical,Nathan Lane,1231,5139,Jerry Stiller,0.0,dog|florida|mad scientist|school|teacher,http://www.imdb.com/title/tt0350194/?ref_=fn_tt_tt_1,26.0,English,USA,PG,10000000.0,2004.0,808.0,1.85,49,5.8
Texas Rangers ,Color,Steve Miner,31.0,110.0,49.0,427.0,Usher Raymond,1000.0,623374.0,Action|Adventure|Drama|Thriller|Western,Tom Skerritt,4757,2120,Leonor Varela,2.0,army|mexican|orphan|texas|texas ranger,http://www.imdb.com/title/tt0193560/?ref_=fn_tt_tt_1,67.0,English,USA,PG-13,38000000.0,2001.0,569.0,2.35,474,5.2
The Man with the Golden Gun ,Color,Guy Hamilton,118.0,125.0,82.0,244.0,Hervé Villechaize,16000.0,21000000.0,Action|Adventure|Thriller,Christopher Lee,73950,17611,Desmond Llewelyn,3.0,assassin|bikini|girl in a bikini|mission|secret agent,http://www.imdb.com/title/tt0071807/?ref_=fn_tt_tt_1,258.0,English,UK,PG,13000000.0,1974.0,387.0,1.66,2000,6.8
Eddie the Eagle ,Color,Dexter Fletcher,216.0,106.0,452.0,141.0,Taron Egerton,20000.0,15785632.0,Biography|Comedy|Drama|Sport,Hugh Jackman,32507,21195,Tim McInnerny,3.0,1988 winter olympics|coach|ski jumper|winter|winter olympics,http://www.imdb.com/title/tt1083452/?ref_=fn_tt_tt_1,119.0,English,UK,PG-13,23000000.0,2016.0,732.0,2.35,15000,7.5
Captain America: Civil War ,Color,Anthony Russo,516.0,147.0,94.0,11000.0,Scarlett Johansson,21000.0,407197282.0,Action|Adventure|Sci-Fi,Robert Downey Jr.,272670,64798,Chris Evans,0.0,based on comic book|knife|marvel cinematic universe|returning character killed off|superhero,http://www.imdb.com/title/tt3498820/?ref_=fn_tt_tt_1,1022.0,English,USA,PG-13,250000000.0,2016.0,19000.0,2.35,72000,8.2
Barney's Version ,Color,Richard J. Lewis,193.0,134.0,12.0,329.0,Atom Egoyan,891.0,7501404.0,Comedy|Drama,Mark Addy,21086,1873,Paul Gross,2.0,ex wife|guest|marriage|memory|montreal,http://www.imdb.com/title/tt1423894/?ref_=fn_tt_tt_1,87.0,English,Canada,R,,2010.0,460.0,2.35,0,7.3
Down and Out with the Dolls ,Color,Kurt Voss,12.0,88.0,0.0,3.0,Coyote Shivers,268.0,58936.0,Comedy|Music,Lemmy,91,318,Zoë Poledouris,0.0,female bassist|female drummer|female guitarist|female singer|portland oregon,http://www.imdb.com/title/tt0283323/?ref_=fn_tt_tt_1,4.0,English,USA,R,1200000.0,2001.0,44.0,1.78,27,6.1
The NeverEnding Story ,Color,Wolfgang Petersen,99.0,94.0,249.0,271.0,Barret Oliver,523.0,,Adventure|Drama|Family|Fantasy,Gerald McRaney,99557,1560,Alan Oppenheimer,1.0,book|dragon|story within the story|talking animal|werewolf,http://www.imdb.com/title/tt0088323/?ref_=fn_tt_tt_1,284.0,English,West Germany,PG,27000000.0,1984.0,312.0,2.35,21000,7.4
Sicario ,Color,Denis Villeneuve,478.0,121.0,777.0,219.0,Bernardo Saracino,455.0,46875468.0,Action|Crime|Drama|Mystery|Thriller,Edgar Arreola,196217,1467,Daniel Kaluuya,2.0,critically acclaimed|drug cartel|juarez mexico|u.s. mexico border|war on drugs,http://www.imdb.com/title/tt3397884/?ref_=fn_tt_tt_1,461.0,English,USA,R,30000000.0,2015.0,221.0,2.39,59000,7.6
Beyond the Valley of the Dolls ,Color,Russ Meyer,101.0,109.0,199.0,44.0,Cynthia Myers,503.0,9000000.0,Comedy|Drama|Music,Charles Napier,7584,731,Harrison Page,8.0,band|drugs|friendship|hollywood|satire,http://www.imdb.com/title/tt0065466/?ref_=fn_tt_tt_1,137.0,English,USA,X,900000.0,1970.0,46.0,2.35,0,6.2
Witless Protection ,Color,Charles Robert Carner,35.0,97.0,18.0,742.0,Jenny McCarthy,834.0,4131640.0,Comedy|Crime,Ivana Milicevic,5463,4091,Richard Bull,2.0,fbi|polo|possum|sheriff|shotgun,http://www.imdb.com/title/tt1001562/?ref_=fn_tt_tt_1,20.0,English,USA,PG-13,7500000.0,2008.0,749.0,1.85,140,3.1
Dumb and Dumberer: When Harry Met Lloyd ,Color,Troy Miller,85.0,85.0,14.0,244.0,Mimi Rogers,577.0,26096584.0,Comedy,Elden Henson,30651,1653,Cheri Oteri,0.0,1980s|buddy|high school|prequel to cult favorite|teenager,http://www.imdb.com/title/tt0329028/?ref_=fn_tt_tt_1,267.0,English,USA,PG-13,19000000.0,2003.0,291.0,1.37,1000,3.4
Once Upon a Time in America ,Color,Sergio Leone,111.0,251.0,0.0,642.0,Burt Young,22000.0,5300000.0,Crime|Drama,Robert De Niro,221000,24719,Treat Williams,8.0,1920s|ambiguity|childhood friend|new york|speakeasy,http://www.imdb.com/title/tt0087843/?ref_=fn_tt_tt_1,495.0,English,Italy,R,30000000.0,1984.0,683.0,1.85,12000,8.4
Love and Death on Long Island ,Color,Richard Kwietniowski,50.0,93.0,23.0,130.0,Maury Chaykin,471.0,2542264.0,Comedy|Drama,Jason Priestley,3407,938,Danny Webb,1.0,actor|love|obsession|obsessive love|star,http://www.imdb.com/title/tt0119574/?ref_=fn_tt_tt_1,48.0,English,UK,PG-13,,1997.0,232.0,1.85,61,7.1
Stay Alive ,Color,William Brent Bell,112.0,75.0,19.0,806.0,Frankie Muniz,1000.0,23078294.0,Horror|Thriller,Adam Goldberg,25870,3590,Samaire Armstrong,0.0,countess|game reality crossover|ghost|group of friends|tower,http://www.imdb.com/title/tt0441796/?ref_=fn_tt_tt_1,281.0,English,USA,PG-13,9000000.0,2006.0,934.0,2.35,0,5.1
I Got the Hook Up ,Color,Michael Martin,19.0,93.0,0.0,78.0,Master P,625.0,10305534.0,Comedy,Joe Estevez,1721,987,Anthony Johnson,2.0,friend|obscenity|scam|vacant lot|van,http://www.imdb.com/title/tt0131436/?ref_=fn_tt_tt_1,38.0,English,USA,R,3500000.0,1998.0,118.0,1.85,280,3.9
Running Forever ,Color,Mike Mayhall,,88.0,14.0,668.0,Cody Howard,784.0,,Family,David Raizor,8,3021,Martin Kove,2.0,,http://www.imdb.com/title/tt4453560/?ref_=fn_tt_tt_1,,English,USA,,5000000.0,2015.0,763.0,,49,8.6
Frida , Black and White,Julie Taymor,128.0,123.0,278.0,898.0,Roger Rees,4000.0,25776062.0,Biography|Drama|Romance,Salma Hayek,61651,7072,Valeria Golino,0.0,art|bisexual|marriage|pain|revolutionary,http://www.imdb.com/title/tt0120679/?ref_=fn_tt_tt_1,271.0,English,USA,R,12000000.0,2002.0,1000.0,1.85,0,7.4
He's Just Not That Into You ,Color,Ken Kwapis,161.0,129.0,42.0,49.0,Sabrina Revelle,97.0,93952276.0,Comedy|Drama|Romance,Carmen Perez,132048,318,Sachiko Ishida,7.0,advertising|bar|dating|lingerie slip|six word title,http://www.imdb.com/title/tt1001508/?ref_=fn_tt_tt_1,203.0,English,USA,PG-13,40000000.0,2009.0,50.0,2.35,12000,6.4
Rush Hour 2 ,Color,Brett Ratner,127.0,90.0,420.0,141.0,John Lone,191.0,226138454.0,Action|Comedy|Crime|Thriller,Mei Melançon,160440,664,Harris Yulin,2.0,boat|gang|hong kong|triad|vacation,http://www.imdb.com/title/tt0266915/?ref_=fn_tt_tt_1,394.0,English,USA,PG-13,90000000.0,2001.0,165.0,2.35,0,6.6
Pacific Rim ,Color,Guillermo del Toro,575.0,131.0,0.0,919.0,Clifton Collins Jr.,16000.0,101785482.0,Action|Adventure|Sci-Fi,Charlie Hunnam,381148,19166,Larry Joe Campbell,0.0,giant monster|kaiju|pilot|portal|robot,http://www.imdb.com/title/tt1663662/?ref_=fn_tt_tt_1,1106.0,English,USA,PG-13,190000000.0,2013.0,968.0,1.85,83000,7.0
The Legend of Hercules ,Color,Renny Harlin,156.0,99.0,212.0,182.0,Luke Newberry,576.0,18821279.0,Action|Adventure|Fantasy,Roxanne McKee,44891,1520,Gaia Weiss,0.0,ancient greece|forbidden love|hercules|king|slavery,http://www.imdb.com/title/tt1043726/?ref_=fn_tt_tt_1,202.0,English,USA,PG-13,70000000.0,2014.0,358.0,2.35,12000,4.2
The Family Man ,Color,Brett Ratner,121.0,125.0,420.0,627.0,Don Cheadle,12000.0,75764085.0,Comedy|Drama|Fantasy|Romance,Nicolas Cage,85844,16646,Amber Valletta,1.0,bowling|christmas|parallel universe|salesman|unfaithfulness,http://www.imdb.com/title/tt0218967/?ref_=fn_tt_tt_1,322.0,English,USA,PG-13,60000000.0,2000.0,3000.0,2.35,0,6.7
Interstellar ,Color,Christopher Nolan,712.0,169.0,22000.0,6000.0,Anne Hathaway,11000.0,187991439.0,Adventure|Drama|Sci-Fi,Matthew McConaughey,928227,31488,Mackenzie Foy,1.0,black hole|father daughter relationship|saving the world|space travel|wormhole,http://www.imdb.com/title/tt0816692/?ref_=fn_tt_tt_1,2725.0,English,USA,PG-13,165000000.0,2014.0,11000.0,2.35,349000,8.6
Instructions Not Included ,Color,Eugenio Derbez,41.0,115.0,399.0,83.0,Jessica Lindsey,399.0,44456509.0,Comedy|Drama,Eugenio Derbez,22105,688,Hugo Stiglitz,1.0,father daughter relationship,http://www.imdb.com/title/tt2378281/?ref_=fn_tt_tt_1,81.0,Spanish,Mexico,PG-13,5000000.0,2013.0,89.0,1.85,14000,7.6
The Campaign ,Color,Jay Roach,255.0,85.0,116.0,329.0,Thomas Middleditch,8000.0,86897182.0,Comedy,Will Ferrell,106790,9271,Katherine LaNasa,0.0,campaigning|congressman|north carolina|title at the end|u.s. congressman,http://www.imdb.com/title/tt1790886/?ref_=fn_tt_tt_1,177.0,English,USA,R,95000000.0,2012.0,331.0,1.85,18000,6.2
The DUFF ,Color,Ari Sandel,132.0,101.0,17.0,429.0,Romany Malco,35000.0,34017854.0,Comedy,Bella Thorne,51326,36892,Skyler Samuels,4.0,cartoon on tv|generation y|high school|overalls|strong female character,http://www.imdb.com/title/tt1666801/?ref_=fn_tt_tt_1,116.0,English,USA,PG-13,8500000.0,2015.0,966.0,2.35,8000,6.5
Krampus ,Color,Michael Dougherty,198.0,98.0,66.0,562.0,Conchata Ferrell,3000.0,42592530.0,Comedy|Fantasy|Horror,Adam Scott,29867,4567,Allison Tolman,0.0,christmas|german|holiday|krampus|santa claus,http://www.imdb.com/title/tt3850590/?ref_=fn_tt_tt_1,181.0,English,USA,PG-13,15000000.0,2015.0,658.0,2.35,27000,6.2
Shine ,Color,Scott Hicks,71.0,105.0,96.0,35.0,Armin Mueller-Stahl,509.0,35811509.0,Biography|Drama|Music|Romance,Noah Taylor,43013,888,Nicholas Bell,0.0,abuse|australia|concert|pianist|piano,http://www.imdb.com/title/tt0117631/?ref_=fn_tt_tt_1,104.0,English,Australia,PG-13,5500000.0,1996.0,294.0,1.85,0,7.7
Friends with Money ,Color,Nicole Holofcener,111.0,88.0,132.0,180.0,Marin Hinkle,435.0,13367101.0,Comedy|Drama|Romance,Greg Germann,19715,1140,Jake Cherry,2.0,friend|friendship|marital problem|money problems|nervous breakdown,http://www.imdb.com/title/tt0436331/?ref_=fn_tt_tt_1,166.0,English,USA,R,6500000.0,2006.0,230.0,2.35,515,5.9
Hostel: Part II ,Color,Eli Roth,252.0,94.0,0.0,658.0,Lauren German,1000.0,17544812.0,Horror,Jay Hernandez,69989,4707,Stanislav Ianevski,0.0,american|hostel|slovakia|torture|train,http://www.imdb.com/title/tt0498353/?ref_=fn_tt_tt_1,384.0,English,USA,R,10000000.0,2007.0,683.0,2.35,0,5.4
The Frozen Ground ,Color,Scott Walker,120.0,105.0,17.0,897.0,Radha Mitchell,12000.0,,Crime|Drama|Mystery|Thriller,Nicolas Cage,43879,16355,Jodi Lyn O'Keefe,3.0,anchorage alaska|based on true story|pole dancer|serial killer|strip club,http://www.imdb.com/title/tt2005374/?ref_=fn_tt_tt_1,133.0,English,USA,R,27220000.0,2013.0,991.0,2.35,11000,6.4
Ed Wood , Black and White,Tim Burton,148.0,127.0,13000.0,940.0,Bill Murray,40000.0,5887457.0,Biography|Comedy|Drama,Johnny Depp,142416,56585,Martin Landau,1.0,1950s|director|friend|friendship|transvestism,http://www.imdb.com/title/tt0109707/?ref_=fn_tt_tt_1,420.0,English,USA,R,18000000.0,1994.0,13000.0,1.85,0,7.9
The Red Violin ,Color,François Girard,94.0,130.0,63.0,2.0,Clotilde Mollet,24.0,9473382.0,Drama|Music|Mystery|Romance,Johannes Silberschneider,26832,29,Carlo Cecchi,3.0,auction|montreal|secret|violin|violinist,http://www.imdb.com/title/tt0120802/?ref_=fn_tt_tt_1,247.0,French,Canada,R,10000000.0,1998.0,3.0,1.85,0,7.7
Infamous ,Color,Douglas McGrath,129.0,118.0,41.0,442.0,Isabella Rossellini,2000.0,1150403.0,Biography|Crime|Drama,Toby Jones,14143,3474,Hope Davis,4.0,blood|book|cold calculation|murder|writer,http://www.imdb.com/title/tt0420609/?ref_=fn_tt_tt_1,102.0,English,USA,R,13000000.0,2006.0,812.0,1.85,0,7.1
Conquest of the Planet of the Apes ,Color,J. Lee Thompson,80.0,88.0,88.0,67.0,Gordon Jump,595.0,,Action|Sci-Fi,Roddy McDowall,23268,941,John Randolph,0.0,ape|future|intelligence|revolution|slave revolt,http://www.imdb.com/title/tt0068408/?ref_=fn_tt_tt_1,95.0,English,USA,PG,1700000.0,1972.0,70.0,2.35,794,6.1
The Game Plan ,Color,Andy Fickman,112.0,110.0,99.0,835.0,Kyra Sedgwick,12000.0,90636983.0,Comedy|Family|Sport,Dwayne Johnson,44021,15170,Madison Pettis,0.0,family relationships|football movie|publicist|sports team|tween girl,http://www.imdb.com/title/tt0492956/?ref_=fn_tt_tt_1,83.0,English,USA,PG,22000000.0,2007.0,941.0,2.35,0,6.2
Chicago , Black and White,Rob Marshall,223.0,113.0,252.0,90.0,Chita Rivera,539.0,170684505.0,Comedy|Crime|Musical,Colm Feore,172080,813,Jayne Eastwood,0.0,fame|jail|jazz age|murder|vaudeville,http://www.imdb.com/title/tt0299658/?ref_=fn_tt_tt_1,1017.0,English,USA,PG-13,45000000.0,2002.0,151.0,1.85,0,7.2
1941 ,Color,Steven Spielberg,56.0,142.0,14000.0,642.0,John Belushi,16000.0,,Action|Comedy|War,Christopher Lee,25193,20201,Treat Williams,5.0,california|captain|cult film|pearl harbor|submarine,http://www.imdb.com/title/tt0078723/?ref_=fn_tt_tt_1,217.0,English,USA,PG,35000000.0,1979.0,1000.0,2.35,2000,5.9
What to Expect When You're Expecting ,Color,Kirk Jones,170.0,110.0,52.0,651.0,Dennis Quaid,10000.0,41102171.0,Comedy|Drama|Romance,Anna Kendrick,57266,13396,Thomas Lennon,12.0,baby|expecting twins|hawaiian shirt|photographer|pregnancy,http://www.imdb.com/title/tt1586265/?ref_=fn_tt_tt_1,89.0,English,USA,PG-13,40000000.0,2012.0,2000.0,2.35,14000,5.7
Reno 911!: Miami ,Color,Robert Ben Garant,89.0,84.0,134.0,307.0,Thomas Lennon,655.0,20339754.0,Comedy|Crime,Wendi McLendon-Covey,23928,2737,Carlos Alazraqui,2.0,beach|police|sex scene|spring break|vomiting,http://www.imdb.com/title/tt0499554/?ref_=fn_tt_tt_1,73.0,English,USA,R,10000000.0,2007.0,651.0,1.85,441,5.9
Evil Dead ,Color,Fede Alvarez,543.0,96.0,201.0,58.0,Elizabeth Blackmore,394.0,54239856.0,Horror,Lou Taylor Pucci,125016,673,Ellen Sandweiss,0.0,book of the dead|demon|h.p. lovecraft|lesbian kiss|promise,http://www.imdb.com/title/tt1288558/?ref_=fn_tt_tt_1,789.0,English,USA,R,17000000.0,2013.0,150.0,2.35,70000,6.5
